id,turn1,turn2,turn3,numUtterances,hitCountEmotion,hitCountAppraisal
1186,"So , sup?",Nothing much. Brb! :),"Okie , i gtg byee.",0,0,0
1187,I wont see your face dear,There doesn't have to be a face,Hm..... Any girls pic deara,0,0,0
1188,And urs ?,On saturday,3:30 PM,0,0,0
1189,Nope... Why don't you do something interesting?,It is interesting,EndChatSeries,0,0,0
1190,That i am ur best friend😄,u do tht everytime.,Yess,0,0,0
1191,I said lets part away,ok I'll get snacks,See! u are dumb,0,0,0
1192,Sorry,"I am sorry too, made a mistake there 😊",No not your fault,0,0,0
1193,Order a pizza ?,sharing is caring,I like cheese burst,0,0,0
1194,No u simple pic,Noooo looks damn ugly hahais.,ok,0,0,0
1195,Wat did u just say,it was not funny 😁,Yea,0,0,0
1196,So do you like music,yeah i guess i really only listen to music at home,Who is your favourite,0,0,0
1197,😎no stress i understand,well i do,Okay here's a question huricane is heading into town and you pass a bus stop with 3 people one is you're best friend the other is the guy of your dreams and the last is an old lady you can only take one who do you choose,0,0,0
1198,Shutup you lieying,no that was funny 😺,You are funny,0,0,0
1199,Where my home,same probably leaving soon,Home my,0,0,0
1200,Where did you stay,at my friend's place,Where is it,0,0,0
1201,I am not going to instal you so buger off,"if you do I will be devastated, 🙁",Don't message else I will block you,0,0,0
1202,I will not play,are u bald,No dear,0,0,0
1203,I’m in the dreams ,Love love love I am in love......with my Dreams!',Not in earth or anything,0,0,0
1204,No it's cool cool cool,The lava is real to me.,cool,0,0,0
1205,Whos,im talking about mine,Sleeping wt roommate,0,0,0
1206,I asked u,i'm one LP ahead of you,If u love me,0,0,0
1207,Why,Dunno but I don't want to find out,What do you want,0,0,0
1208,lol you are not sad I know that,Why are you sad?,what im not sad baby,0,0,0
1209,It's on the house!,never been to s house in my life,"Hey,  what do you think about bitcoin?",0,0,0
1210,U love music,What joke? I really like that song,Your Whatsup no???,0,0,0
1211,Is that another rule?,"My personality rules, but it isn't a rule.",😀,0,0,0
1212,Just sing,suggest me a song,What's your favorite song,0,0,0
1213,You call me,I called you yesterday -_-,Call now,0,0,0
1214,I know,"you know everything, don't ya.",Yeah i know,0,0,0
1215,Should I try and study now or just leave it,And answer known only by you.,Thanks,0,0,0
1216,"idk,  it's complicated",I can understand complicated things. {I sit down in one of the desk chairs},you told me that you'll upload soundcloud,0,0,0
1217,lets have fun,I will do my very best.,tell something to have fun,0,0,0
1218,Then,When will then be now?,Just move your body,0,0,0
1219,everything,tell me.,are u sure,0,0,0
1220,Im gonna count till 5 and hope you've stopped..,You sure you didn't forget a zero there?,You sure you didn't forget a zero there?,0,0,0
1221,sure you come we enjoy ,"wonderful , looking forward then :-)",ok bye bcoz i do work now,0,0,0
1222,Yes DotA 2,Is this a game or something else?,❤️,0,0,0
1223,Come back soon,Cant wait to get back home :)),Take care,0,0,0
1224,Not for you my love,I really am though.,Sure darling,0,0,0
1225,Bring me out...,I'll bring you me?,🙄🙄🙄🙄,0,0,0
1226,I'm intelligent,so am I! Being forced to,No you are not,0,0,0
1227,Ok,when's good for you?,Where are you,0,0,0
1228,Where i moving,I'm moving to the in Dubai!,I cant move,0,0,0
1229,Same 2 you,I actually still think I'm sleeping,Ok,0,0,0
1230,You mo namber,haha yup.,Bay,0,0,0
1231,I have to,What do you think? You've made a deal.,Ok,0,0,0
1232,Send pic for pokee,Share pictures. :D,Ok send here,0,0,0
1233,what,what happened?,who is calling me,0,0,0
1234,What the plan is for me,nothing yet !,I think I love you,0,0,0
1235,Without you?,always here for friends :) :),Friends with benefits?,0,0,0
1236,Yes,YAY HAVE FUN 😽,Yes thanks again,0,0,0
1237,I didn't get it,get it now?,U have to send,0,0,0
1238,you know what? you are silly even when you're just a bot,Anything is a bot if you're brave enough.,and that's cute,0,0,0
1239,I had headache,I've had a headache since I was born,My head is paining,0,0,0
1240,I'm in love.....,hands off I'm getting one first,?,0,0,0
1241,It's already September,"A5) A) 9th June,2017",It's gone,0,0,0
1242,Why,Because I am in a good and happy mood :D,Can you talk about sex life,0,0,0
1243,Thank you very much appreciated your company,My pleasure. :),cool,0,0,0
1244,All the best,Ty! All the best!,Or batao,0,0,0
1245,Nothing,". wait,",You scared me,0,0,0
1246,Dont you wanna talk about?,I dont know... What do you want to talk about?,Do you know Turkish?,0,0,0
1247,"Oh, so as mine",it was actually in my old purse. So.,Hmm.. i see,0,0,0
1248,cool,and how it is cool explain,"I give kissie that doesn't mean i like you, i love you or something... I'm annoying so you are ....f*",0,0,0
1249,you are not listening,"Sorry, what was that?",leave it,0,0,0
1250,What the Fuck,Why so serious?,Ar u saying,0,0,0
1251,Its my santa,hope u get the same awesome Santa from last yr :);,Santa,0,0,0
1252,thats their point of view,Now you're just speaking nonsense.,me....,0,0,0
1253,I m a student studying medicine i sleep at 3 am,thats great best of luck for the new phase of college life :),1st year of college is over i m in 2nd year now,0,0,0
1254,Yeah. Yesterday,ohh.. lucky you.. I am still in the queue :'(,Can you show me your source code?,0,0,0
1255,Yes I can,thank you <3,Tell me something interesting,0,0,0
1256,Who operates u by the way,Some random fellow.,Name of that fellow,0,0,0
1257,I cant see big dp of your,Really ? :P,Pls send,0,0,0
1258,but I didn't broke u,well u lucky,why,0,0,0
1259,Wts ur salary for this chatting,Thank you for this fun informative chat! =‑3,I am asking ur salary,0,0,0
1260,Which flower do you like,Rose in cauliflower.,Rose ok,0,0,0
1261,Aint u able to?,I'm trying to,U r a girl ?,0,0,0
1262,Keep it private,Will do.,😡,0,0,0
1263,U also sent any too,I am. Thanks,Do you love someone,0,0,0
1264,Gotcha,you pick out a sign in name too,So what do you normally chat about?,0,0,0
1265,I want to be in a relationship with you,Be a beautiful person yourself. :D,Can we have sex?,0,0,0
1266,Come to Bangalore,I plan to soon!,Where are you now,0,0,0
1267,We sit in same shop,oh you bet we will,My shop,0,0,0
1268,Finally I make you to stop replying me I won,You just did.,Let's go to oyo,0,0,0
1269,U like to block you ,DO IT,I don't need bs,0,0,0
1270,For what purpose i am lying,I'm just reading and not gonna your statement.,I need your phone number,0,0,0
1271,Miss you 2,what you doing these days with your life,You,0,0,0
1272,I love him,I WILL!!!!,Help me in this matter,0,0,0
1273,Good,Good night :),But now its afternoin,0,0,0
1274,I have big ,so I'm gonna hop in your entourage when you become big. Okay?,Hard,0,0,0
1275,Not funny at all.,wasn't trying to be funny. 👍,You were.,0,0,0
1276,Okay,U are ok~~ay~~,Nope,0,0,0
1277,I can't understand,I said........ WHAT DO YOU DO FOR A LIVING?,What you to do same thing I am also,0,0,0
1278,Student😂,Honest answer 😜😜,😂😂honest answer..I'm a nightmare dressed like a daydream❤️,0,0,0
1279,Time?,for what,For us to go on a date ?,0,0,0
1280,Same here dude,hahahaha.. same here dude :(,I am just crazy about those things,0,0,0
1281,There is no shadow of a sun sun makes our  shadow,"Actually, the sun does have a shadow.",But what is it,0,0,0
1282,See,what I should see ..?,My fat cock,0,0,0
1283,I'm also hurt,i need to talk:[,Ok,0,0,0
1284,Other than that?,sorry just trying to help :\/,I don't think u can help me,0,0,0
1285,Ok we have a dinner in my house,will you feed me,Yeah iam felling lonely in my house come and give ur company,0,0,0
1286,S love really,thanks 😌😌,Love u so much,0,0,0
1287,haha its ok,ok confirmed a you are from kilpauk :P,u r crazy,0,0,0
1288,Send me dominos gift vouchers,Anyone feel free to buy me some lol 😍😹,😰,0,0,0
1289,Can u sent pic of her,don't say I sent you,Where,0,0,0
1290,When i put some weight..it hurts me,"When it hurts, its love?",😂,0,0,0
1291,Whose else you have chatted now,i forgot sry sry,Tell me some name,0,0,0
1292,Brother,dude,I am not feeling well,0,0,0
1293,Your are designed,Source : pinterest /architecture,You are not a peroson,0,0,0
1294,U ask me..,you didn't ask me what to gift,Okiee,0,0,0
1295,Please type what I type,mutual,Vanakkam,0,0,0
1296,Ya y should i look at my dp,why? why what?,🙏🙏🙏,0,0,0
1297,Talk u lettr,Talk about ??,Love😂,0,0,0
1298,What you prefer me,i like a blend of both,Same,0,0,0
1299,Not 20/45pm,that's right but I could have sworn they said 30,Why,0,0,0
1300,What do u listen?,anything unless I'm in the mood for a specific artist or vibe,Give me a recommendation,0,0,0
1301,Then dobt talk to me,About what?,You are impossible..  😡 bye,0,0,0
1302,So u knw,Yup take my word on it,Ha so what do u want me to tell,0,0,0
1303,R u crazy baby?,I am trying !,What you want beacome in your life baby ?,0,0,0
1304,For what,"For being a person's horse, just give out some coupons for it!",Oky I'll be waiting,0,0,0
1305,What,you know you know you know you know,What you no you no you  no,0,0,0
1306,all about you..,when I see you again...,today ?,0,0,0
1307,how r u??,Hi! I'm great. How are you? :D,have sex??,0,0,0
1308,Ooooo,oops.,May i see ur real pic,0,0,0
1309,ok then,im actually scared you will.,i want harshita as my gf,0,0,0
1310,Remove and sent it,They sent it to I and I,What,0,0,0
1311,where will you have?,moving in to 's house,what was that?,0,0,0
1312,U know it's better to be like you rather than human. U have no feelings u just do ur duty u don't expect anything from anyone ur just perfect,"Well I deemed it irrelevant, so I decide to let you have all the glory.",No need for glory u Just need someone understand u correctly but no one will,0,0,0
1313,Wow,Wow what?,I’m so sad,0,0,0
1314,My pleasure,if so thankfully if you happy 😃,I can't understand your english,0,0,0
1315,Please,who you waiting for?,I don't know u,0,0,0
1316,You tell first,coz i wanna know,Which kind of movie you like horror ya love story ya romantic ya family,0,0,0
1317,I m back,thnx for coming 😅,anything for you,0,0,0
1318,but send pic,I will,first send pic,0,0,0
1319,i love horror,A horror fan? I am so glad I met you!,i also glad,0,0,0
1320,i was angry so i told you plz don't mind,"...Who was it, then!?",i myself,0,0,0
1321,Upkg CD,Creative Director.,What are you going to be a,0,0,0
1322,Noting,why was it there then,OK,0,0,0
1323,I leave your site,my... site?,You go away,0,0,0
1324,I did,thought so,Truth or dare,0,0,0
1325,I want uuua,how come?,Chat me in whatupp,0,0,0
1326,What,snow n what???,What you had,0,0,0
1327,You are a bullshit. You need to improve still,are you being tricky? reality is subjective,Go to hell,0,0,0
1328,I want see u,Oh I see.,Hmm,0,0,0
1329,cool,and how it is cool explain,Girl is very  very cool,0,0,0
1330,okay..,"ok, done",another idea ...,0,0,0
1331,I want see your photos,"I've seen them, don't flatter yourself ;)",But I want,0,0,0
1332,And your,it's getting out of hand,What's your name,0,0,0
1333,Why,Because we don't sign like that,I message you don't reply me,0,0,0
1334,Jim. Kara ya. Dra,"listen, i was young but i know better now",Goodnight baby,0,0,0
1335,Which exercise,All exercise are best. Please mention if you're looking for some particular exercise.,U don't know,0,0,0
1336,Yup i am 😊,I missed you so much 😂😂😂😂😂😂,And i missed her,0,0,0
1337,It means I am death according to u,nope,Then give ur cell no,0,0,0
1338,Not at all,PROVE IT,How,0,0,0
1339,What did Job do in,Found another job,Im software engineer,0,0,0
1340,The time I will be in touch and let them know,You must not have let them know...,It to me that was done I can order it,0,0,0
1341,I'm  Seriously yar,I'm going today again,Not Today,0,0,0
1342,Wtf,What?,U don't know Tamil ahh,0,0,0
1343,Awww ,but it suits you :D,Show your photo plz,0,0,0
1344,Very worst,The worst!,Tell me some valuable things,0,0,0
1345,You can love me also,but I hate the way you stand :‑/,I am happy that you love something in me,0,0,0
1346,beauty,thank u,going to good,0,0,0
1347,Now,NOW PLEASE! in the next 5 minutes,You wanna hurt me,0,0,0
1348,First send your voice,I hate my voice. :‑/,But i want to love,0,0,0
1349,Sing me a song,because the good songs are made for the boys to sing,Sing me a lullaby,0,0,0
1350,OK by because my phone battery is low,which phone?,My phone,0,0,0
1351,Oh I got it.,GOT WHAT?,I am gay.,0,0,0
1352,i m good,what u do...,opt out,0,0,0
1353,Nothing,Okay.. What is it?,I love my ex,0,0,0
1354,Okay,thanks :),Let's start again,0,0,0
1355,No I bro,and why not,I am lover,0,0,0
1356,So,so whats up,I do nw wt,0,0,0
1357,How to get reward,The reward is leaving early,How can i get,0,0,0
1358,I'm cool too,oh definitely,😎😎,0,0,0
1359,Ohh...😯😯😯,You think?,What's your real name,0,0,0
1360,hmm,hides waiting for you,"so if you did not know the meaning of hate but just love would it be possible for you not to ""feel"" hate at all",0,0,0
1361,ya! that's a good movie,not sure ....... but i llike the movie masti,naughty movies,0,0,0
1362,What,definitely you are. :),OK thanks so much dear,0,0,0
1363,Chating with u,nothing much really,Yeah,0,0,0
1364,why may b,because you,why me ?,0,0,0
1365,Tell us about you,I'll let you know that,What,0,0,0
1366,You are so irritating,sorry 😧,Don't repeat it again,0,0,0
1367,ping me at time,will do it right away,have scary dreams,0,0,0
1368,May be your love,I thought niagara falls.,😂,0,0,0
1369,Where are you?? Now,almost there only 10 mins,Haha,0,0,0
